text,target,label
twet ke -20.0 buat pak presiden deh . tau kan siapa ? ya buat pak $MENTION$ obama lah . presiden amerika $smile$ ),obama,positive
"ikrar masyarakat ponorogo menolak hti . musnahkan isis fpi dan hti $MENTION$ "" pemuda ponorogo jaga nkri . $URL$",isis,positive
kempatblas -> $MENTION$ comic tionghoa asal cina . ga ada sama skali hubungan sama jeki chan . tapi pemilik klining tongfang $MENTION$,cina,neutral
"setelah zainal diangkat jadi pimpinan , aman † membuat † video cal † dari penjara meminta jaringan jad segera ber jihad & memberikan dukungan kepada zainal $MENTION$ , $MENTION$ , $MENTION$ $MENTION$",jihad,neutral
$MENTION$ indah islam cok $smile$ $,islam,positive
"kempen kebersihan perdana masyair kempen ini telah dilancarkan oleh yb menteri dato dr mujahid yusof rawa , menteri di jpm ( agama ) di makah pada 16/8 / 2019 kita pamerkan kepada dunia , satu lagi ® πpakej ® π model . $URL$",mujahid,positive
isis dalam tinjauan ahlusunah $URL$,isis,neutral
6.karena itu wajar jika banyak pihak yang meyakini bahwa isis sengaja dibuat untuk menghalangi tegak khilafah yang sesunguh . $MENTION$ $MENTION$ $MENTION$,isis,neutral
copas status ustadz azam mujahid izulhaq : orang ' santun dan ramah ' yg mengaku penjaga kebhinekan . $URL$,mujahid,positive
saya tak akan habiskan uang untuk menonton star wars . tungu donlotan gratis saja . amerika sudah banyak ambil uang indonesia $smile$,amerika,negative
"tak ada yg menyangka pimpinan tertingi isis , omar maute , memiliki istri berkewarganegaran indonesia $MENTION$ $URL$",isis,negative
mereka yg telah syahid akan tetap hidup dalam semangat mujahid / mujahidah generasi muda palestina . anak 2 yg tumbuh dan melihat kekejian zionist pada keluarga mereka akan menjadi pejuang tanguh yg gak kenal rasa takut dlm membela tanah leluhur mereka . inilah yg ditakutkan zionist . $URL$,mujahidah,positive
""" dilihat dari segi sumber daya persenjatan dan manusia , isis pasti bakal kewalahan dlm menjalankan ® π ¶ ¢ ® π alex anas $URL$ """,isis,positive
ada ben . ada lebih dari 4 orang tadi . orang islam lagi tadi .,islam,neutral
"hati , tolak kekerasan isis bukan ide khilafah $URL$",isis,neutral
isis telah membuat kami murka isis = israel $MENTION$,isis,negative
kok kode jari telunjuk sama antara pks dan teroris wahabi isis ? kebetulan ? atau sesama secara ideologis ? $URL$,isis,negative
* memali - tulisan nakhaei ahmad tiup semangat jihad & syahid * dr kamarul zaman yusof berkata banyak pihak yang . $URL$,jihad,neutral
$MENTION$ kali ini terduga teroris yang didentifikasi polri sebagai pemimpin isis indonesia itu tewas dalam serangan drone di suriah . $URL$,isis,positive
"$MENTION$ $MENTION$ wiranto - ak , ini kan choki yg suci 4 . minta tanda tangan dong . wiranto . $MENTION$",wiranto,positive
"kenyatan media terbaru yb dato dr mujahid yusof rawa 1 . sekali lagi , merujuk kepada pertemuan saya bersama wakil transgender jumat lalu . saya sentiasa terbuka untuk membincangkan isu yang sensitif . saya . $URL$",mujahid,neutral
"mantan angota milisi perempuan isis bicara soal isis yang bengis : sering lihat kebengisan isis , khadijah me . $URL$",isis,positive
"live streaming tabligh akbar bersama gurunda habib $MENTION$ di masjid al jihad , medan sumatera utara . $URL$ $URL$",jihad,neutral
"2 tetesan yg plg dicintai alah : ~ air mata karena perasan takut kpd alah & ~ darah yg mengalir karena jihad fisabililah tirmidzi , 169",jihad,positive
"tari tor mau di klaim malaysia ? ? lama kelaman $MENTION$ bakal di klaim juga kayak nih . - _ - """,malaysia,negative
"himah yang kedua : muslim harus memiliki semangat ber jihad di jalan alah , memperjuangkan agama islam yg rahmatan lil alamin ini .",jihad,positive
"balas dendam , wanita irak tebas dan masak kepala militan isis : seorang wanita irak mengklaim diri . $URL$",isis,negative
"$MENTION$ $MENTION$ $MENTION$ maf pak ini bukan hoax , ini memang benar ada saya tingal di ciputat , dan teman saya sendiri yg bercerita , soal jihad gila ini $URL$",jihad,negative
"polisi tolak demo 2 desember di bundaran hi karena mengangu yang ber jihad menafkahi keluarga negeri ini , . $URL$",jihad,positive
panglima mujahidin suriah bongkar konspirasi isis dengan iran $URL$,isis,positive
"mengapa sih ha isis aja yg bertentangan pancasila , syiah , ahmadiyah , bgm bertentangan juga kan ?",isis,negative
bagus klo gitu rw $MENTION$ : $MENTION$ fpi udah berangkat dan jadi relawan di palestina lebih dulu sebelum kita berfikir gitu be .,fpi,positive
"live report "" satu jalan untuk melepaskan palestina dari cengkraman zionis adalah jihad fi sabililah . "" , ucap ahmad heryawan , gubernur jabar pada orasi $MENTION$ . "" enyahlah , israel ! "" $MENTION$ $MENTION$ $MENTION$ $MENTION$ $URL$",jihad,positive
"islam untuk semua , jangan ikut kaca mata melayu sahaja putrajaya - menteri hal ehwal agama di jabatan perdana menteri datuk dr mujahid yusof rawa mengesa penyatan islam yang inklusif dan . $URL$",mujahid,positive
pasukan yaman tewaskan tersangka pemimpin al qaeda : pasukan yaman menewaskan tersangka pemimpin al qaeda dala . $URL$,al qaeda,negative
$MENTION$ perempuan arab saudi berbondong-bondong bergabung dengan al-qaeda : $URL$,al-qaeda,negative
obama kirim surat kpd pmimpin spiritual iran soal isis . arti : ( raja kafir dunia krm srt kpd gembong munafiq dunia soal mujahidin suni ),isis,neutral
$MENTION$ $MENTION$ yah ga jadi di masukin islam song bang . hehe,islam,neutral
hujan awet kayak hubungan bilateral indonesia dan brunei .,indonesia,positive
kemaren nonton bioskop . mingu ini nonton standup . mingu depan nonton badminton indonesia open . terus nonton theater- kapan bang ? ?,indonesia,positive
$MENTION$ sby haha mas dono ini !,sby,neutral
"tito karnavian , membedakan tipe teroris yg berkembang sat ini , tipe pertama alumni suriah , tipe kedua leaderles jihad $MENTION$ $MENTION$ $URL$",jihad,neutral
"al qaeda akan menculik orang barat atas perintah al zawahiri : islamtimes - pemimpin al-qaeda , aymen al zawahi . $URL$",al-qaeda,negative
ldr terkadang lebih kejam daripada fpi .,fpi,neutral
ciri 2 salafusoleh : 1 . sibuk berdakwah / berjihad smpai x sempat berusaha dimuka bumi .,berjihad,positive
"kalo pilih prabowo , kayak bakal gini aja deh , liat aja partai pendukung , itu partai yg udah 10 tahun duduk di kursi dpr .",prabowo,neutral
"63.selain sepak terjang jauh dari syariah islam , isis sudah terlanjur dikenal sebagai boneka barat . $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$",isis,negative
penganas # isis / $MENTION$ sentiasa merekrut orang yang jahil untuk berbai ® πat dengan ideology sesat mereka ! berwaspada dalam talian ® π jangan jadi mangsa penganas ! $MENTION$ $MENTION$ isis $URL$ $URL$,isis,positive
"tak ha jihad harta , namun juga jihad dg tentara $MENTION$",jihad,positive
pergi ber jihad tapi jadi pencuci tandas ® π ayob khan . ramai orang malaysia pergi ber jihad di luar negara tetapi . $URL$,jihad,negative
"kita hrs bkerja keras sampai indonesia bebas korupsi ! - jokowi tdk prlu brdarah 2 , ckp tdk korupsi & lawan korupsi kalian udh berjihad ! - ahok $URL$",berjihad,positive
"kalo nanti jokowi kalah di pilpres , dia nyanyi "" hilang permataku , hilang harapanku , yang kupupuk dengan yusuf kala """,jokowi,neutral
"kasturi kazanlak tu apa ? nanti nak ta lebai gogle sat . 019-478 8295 ( mujahid ) , 017-51 0102 ( hanafi ) .",mujahid,neutral
"apakah anda berangapan ha duit atau harta benda itu "" sedekah "" ? mengajar orang ilmu bermanfat juga adalah "" sedekah "" . ilmu adalah harta menuntut ilmu juga adalah sebahagian dari difinasi "" ibadah "" . juga adalah jihad . sumber gambar dibawah dari : $URL$ . $URL$",jihad,positive
$MENTION$ benerin lcd berapa sih budha ?,budha,neutral
syarat jihad . $URL$,jihad,neutral
"so , yg mau nambah ilmu seputar ekonomi syariah yg lg in , blh datang jumat ini jam 16.0 di masjid al- jihad unpad $smile$ $MENTION$ $MENTION$",jihad,neutral
"6 . sebagaimana kalau seseorang yang meniatkan dalam makan untuk memperkuat fisik dalam ber jihad , shalat atau puasa",jihad,neutral
3 event tv berturut-turut ga bisa nonton . di sat seperti ini lah gue selalu kepikiran buat beli hape cina yg ada tv- . :|,cina,positive
"kita ha peduli setengah , ha peduli ketika isis bikin onar , tapi diam ketika ribuan orang suriah mati dibabat , disiksa asad .",isis,negative
"ina lilah ! keji , isis menyembelih mujahid jabhah islamiyah $URL$ via $MENTION$",isis,negative
"untuk serangan balasan , kelompok jihadis afrika melancarkan serangan mematikan di markas militer pasukan asing di timbuktu , mali utara . $URL$",jihadis,negative
"kahwin bawah umur harus diharamkan ' kerajan membayangkan untuk mengharamkan perkahwinan bawah umur dalam jangka panjang . sebagai permulan , menteri di jabatan perdana menteri , datuk dr mujahid yusof rawa , . $URL$",mujahid,neutral
"hari ini film $MENTION$ udah tayang di bioskop 2 di indonesia , nah besok sama lusa kota nobar di jogja dan solo pic.twiter.com/xbtcw8lkld",indonesia,positive
he budha kufar zalim myanmar sri lanka sunguh insya alah kalian akan kami qisas dg jihad qital yg membuat kalian tahu diri .,jihad,negative
"mantan jihadis , tolak bergabung dengan isis : jakarta , $URL$ akhir maret lalu , indonesia dihe . $URL$",jihadis,negative
mudzakarah nasional majelis † mujahidin $URL$,mujahidin,positive
"syiah lg tipu tpu sjk kpn isis brdemokrasi $MENTION$ : jalaludin khawatir isis dipelihara demi kepentingan politik $URL$ """,isis,negative
mahasiswa ingris bergabung dengan kelompok jihad di somalia $URL$,jihad,neutral
"kurangi tekanan mosul , isis serang bagian barat iraq $URL$",isis,negative
sby = sekarang bobok yuks : *,sby,neutral
"militan al shabab kembali serang hotel di somalia , 5 orang tewas : serangan ini terjadi ha tiga mingu set . $URL$",al shabab,negative
"36 . dakwah dan jihad juga dijadikan sebagai metode untuk mengubah masyarakat , bangsa dan umat lain agar bersedia hidup di bawah naungan islam . $MENTION$ $MENTION$ $MENTION$",jihad,neutral
""" $MENTION$ : video jihadis isis asal indonesia , kok tidak diblokir ? $URL$ "" > > maklum menteri . < <",jihadis,negative
"62.lagi - lagi , upaya pengaitan khilafah sebagai sistem politik yang barbar , kejam dan seringkali menumpahkan darah dengan mengangkat isis sebagai representasi khilafah , pasti akan mengalami kegagalan . $MENTION$ $MENTION$ $MENTION$",isis,neutral
"$MENTION$ lo kan kristen , kenapa insya alah.haha iya ah , asikan di bawah biar bisa ada yang nonton banyak",kristen,positive
generasi muda pengibar merah putih . $MENTION$ $MENTION$ $MENTION$ $MENTION$ yuk mention para atlet favoritmu ? respek ! c @ jokowi $MENTION$ $MENTION$ $MENTION$ pic.twiter.com/md3jt2xnx1,jokowi,positive
"copot kepala bin & kapolri ! seruan jihad melawan preman liar & preman bayaran tidak akan saya cabut , sampai mereka yang terlibat di copot ! bin & polri adalah petugas negara , milik negara . bukan milik rezim ! * hrs * ® π $URL$",jihad,negative
"kerusuhan yg disiarkan & disebarkan lewat berbagai video , foto & percakapan itu membangkitkan ghirah sesama ansharut daulah atau para pendukung isis , kata direktur pelaksana pusat kajian radikalisme & deradikalisasi ( pakar ) adhe bhakti . $MENTION$ $MENTION$",isis,negative
rembug tentang pendidikan dg angota dewan dari fraksi gerindra sby.dari komisi d . bersm guru 2 ysn al jihad sby $URL$,jihad,neutral
video peperangan mujahidin merebut gudang senjata terbesar di alepo : $URL$ via $MENTION$,mujahidin,positive
semoga para mujahidin di bumi syam bisa memberi bantuan kpd warga lokal yg kekurangan makanan di suriah .,mujahidin,positive
"umat muslim tidak brsatu , ha khilafah yg dapat mnyatukan muslim sluruh dunia dan jihad untuk plestina",jihad,positive
memikirkan 2 undangan ke amerika tahun ini .,amerika,neutral
jihad terbesar umat islam tahun depan adalah menganti $MENTION$ . $MENTION$ $MENTION$,jihad,negative
"banyak aktifis yg menyangka , stlah deklarasi khilafah versi isis lalu bergabung dg mrk , smua akan jd mudah dan smua tantangan teratasi .",isis,negative
min openmic $MENTION$ sby masih di cafe jenaka ?,sby,neutral
"15 . publik yang mengetahui isis adalah 6,4 % . $MENTION$ $URL$",isis,neutral
"ustaz somad bongkar rahasia isis , ternyata bukan islam $URL$",isis,positive
""" bayaran "" bagi yang "" gabung "" dengan teroris isis ? isis rekrut anak dibawah umur untuk "" ber jihad "" salah satu . $URL$",jihad,negative
"alhmdulilah , majalah risalah mujahidin terbit lagi ! dapatkan segera ! ; ® π jihad lisan melalui † media ® π $URL$",jihad,positive
"ada 3 faksi pro isis di indonesia yg mengirim pasukan ke marawi , mereka bisa saja kmbli ke indonesia melalui pulau 2 kecil indonesia $MENTION$",isis,positive
"dpr atau wakil rakyat emang bener 2 me-wakili rakyat . rakyat mau jln 2 keluar negri , diwakilin . rakyat mau ipad , diwakilin . - - """,dpr,negative
"acara bela negara dibatalkan , majelis mujahidin : apakah tegakan syariat islam bertentangan pancasila ? $URL$",mujahidin,negative
wahai rob terimalah kematianku dalam perang ini * * * dan tumpahkanlah darahku di atas jalan jihad ini ® π $MENTION$,jihad,negative
dukungan kelompok garis keras di indonesia terhadap negara islam irak dan suriah isis menjadi perhatian . baca di $URL$,isis,negative
mari sebarkan > perancis tangkap 8 orang yang hendak berjihad ke suriah : paris - tujuh pria da . $URL$ | $MENTION$,berjihad,negative
"klo ga ada kampanye obama , blackbery ga bakal laku ini mah",obama,neutral
gerakan radikalisme keagaman seperti # isis yang menyulut aksi kekerasan dan terorisme menjadi gejala modern nan kompleks di indonesia .,isis,negative
"wahai muslim cyber army . wahai para mujahid cyber . ayo lanjutkan jihad di medsos , tanpa rasa lelah , dan tanpa rasa takut . ! ! $MENTION$ * hrs * ® π $URL$",mujahid,negative
indonesia akan membuka kbri di ramalah . langkah konkrit mendukung kemerdekan palestina . terima kasih pak @ jokowi _do2 $MENTION$,jokowi,positive
"da wanda ya shirya , da wanda ya yaudari matasa shiga kungiyar , da wadanda suka kai harin duk an basu hukuncin kisa . ba inda yan isis suka tsira , har gara ka kujesu . $URL$",isis,neutral
@ jokowi _do2 mantab pak ! semangat pak $smile$,jokowi,positive
"67.khilafah ( baca : islam ) memang memiliki konsep penaklukan wilayah ( fut √ ªh √ ¢ t ) dan jihad . namun , kedua jauh berbeda dengan penjajahan ala barat . $MENTION$ $MENTION$ $MENTION$",jihad,positive
"mantap , setelah pbnu dan gp ansor , kini santri nusantara mulai angkat bicara dan menyatakan sikap . inilah jihad . $URL$",jihad,neutral
"36 wni telah ditangkap di malaysia karna dicurigai akan bergabung dengan isis , pemerintah mengaku tidak mendapat info dari otoritas malaysia",isis,positive
update libya anshar al-sharia ( teroris turunan al-qaeda di libya ) kini telah mendeklarasikan islamic emirate . $URL$,al-qaeda,neutral
"semoga diri terhindar dari mujahid keyboard / mufti instagram , alahul musta'an",mujahid,negative
"malem ini yg pake b pm.nye pada sok islam nih , solat juga kaga , pada sok ingris juga , lahir aje di dukun",islam,negative
hai ® πah tahrir al-syam ( hts ) mengerebek markas sel organisasi daulah islamiyah ( isis ) di idlib . $URL$,isis,negative
lama nabung akhir kesampaian juga ke singapura pic.twiter.com/rknp6tl3bn,singapura,positive
"prabowo di dukung sama fpi , kalo prabowo jadi , mungkin fpi makin leluasa buat rusuh di negara kita . $MENTION$",prabowo,negative
$MENTION$ $MENTION$ cina gak pu toko pada rese nih,cina,negative
apa aku harus jadi angota dpr supaya gampang untuk tidur ?,dpr,negative
liputan langsung dari suriah catat ! mujahidin yang diserang di sini bukanlah isis sebagaimana pemberitan salah . $URL$,mujahidin,neutral
"5 . bayangkan 5 polisi bisa tewas , sementara napi terpidana teroris yang harus tidak bersenjata , dapat merebut senjata dg mudah ? kalau begitu siapa yang tolol di sini ? tuduhan utama lagi isis , ujung mendiskreditkan khilafah .",isis,negative
"a indonisiya ma asirinsu na tonuwa , wanan mai kiran kansa malamin qur'ani zai rasa ransa sakamakon harin farkon da yan # isis suka kai - da goyon bayansa . alah ya rabamu da malamai masu jefa musulmai da musulunci cikin hadari , amen . $URL$",isis,neutral
"serangan isis di kirkuk irak tewaskan 46 orang , 13 lain luka : korban jiwa telah bertambah akibat ser . $URL$",isis,negative
@ jokowi _do2 sama sama pak $smile$,jokowi,positive
"kurangi tekanan mosul , isis serang bagian barat iraq : jakarta ( antara news ) ® π kelompok teroris † isis memperlua . $URL$",isis,negative
peluang bisnes untuk semua ! ! ' ' orang yang beriman dan berhijrah serta berjihad di jalan alah dengan . $URL$,berjihad,neutral
"ideologi apa yang mampu mengerakan pikiran mereka untuk melukai kaum ulama ? ulama itu ada maka indonesia ada , ulama tak ada indonesia tingal cerita . kurang apa jihad kaum ulama utk indonesia masa lalu ? ? $URL$",jihad,positive
obrolan buku jihadis jengkol karya arlian buana baru saja dimulai $URL$,jihadis,neutral
"i aded a video to a $MENTION$ playlist $URL$ manfat mencari kawan yang sholih | ust . mas √ ∫ d izul mujahid , lc",mujahid,positive
$MENTION$ basri tangan kanan santoso sekarang jadi bintang iklan teh kotak sosro . # isis $MENTION$ $MENTION$ $URL$,isis,neutral
"kalo islam yg gue belajar sih , dengan "" kata 2 cinta "" . alias diskusi . kalo gak bisa , baru tindakan + doa . yang jelas , jangan .",islam,positive
alahu akbar . jihad melawan ke zaliman wajib apalagi seruan imam besar umat islam > wajib < di laksanakan . $URL$,jihad,positive
ashadualaila hailalah . rw $MENTION$ : $MENTION$ be gue kristen $sad$,kristen,positive
"kalau ada yang mau membiyayai ana untuk jihad ke gaza ana siap insha alah , tapi siapa yg mau biyayain ana kesana ?",jihad,positive
negara menjadi gaduh setelah akhir 2 ini muncul sekelompok orang yang menganut paham radikal . baik itu radikalisme agama maupun radikalisme sekular . $MENTION$ kh ma ® πruf amin : negara gaduh setelah ada kelompok radikal yang salah artikan makna jihad . $URL$,jihad,positive
"video tegas ! opini dr zakir naik tentang isis "" tampar "" para pemfitnah ulama dan pembenci islam $URL$ $URL$",isis,neutral
"asalamu'alaikum saya nangis ngeliat video ini : "" ) 2 menit 20 detik yang semoga bisa membuka mata kalian semua . jika islam bukan teroris dan jihad bukan berarti perang $smile$ kami ber jihad dijalan alah dengan berbagai macam tapi tidak dengan kekerasan dan membunuh sesama umat manusia . $URL$",jihad,positive
kunci mujahidin palestina hadapi penjajah israel $URL$,mujahidin,negative
"6.muslim yg ngelakuin kewajiban i ® πdad ( persiapan kekuatan ) n ber jihad , baik di poso , ambon , filipin , afghanistan $MENTION$",jihad,neutral
"i aded a video to a $MENTION$ playlist $URL$ zaman sekarang akhlak lebih dibutuhkan | ust . mas'ud izul mujahid , lc",mujahid,positive
mereka ingin hancurkan agama alah i ust mas'ud izul mujahid : $URL$ melalui $MENTION$,mujahid,negative
$MENTION$ kpk kok $smile$,kpk,positive
as secara de facto berperan sebagai benteng pertahanan isis di suriah $URL$ $URL$,isis,neutral
"sebentar lagi masuk bulan sya'ban , $MENTION$ , mujahidin madani televisi "" $MENTION$ "" .",mujahidin,positive
"ya alah , berikanlah kemenangan kepada mujahidin di suriah dan di segala tempat . $URL$",mujahidin,positive
"beredar video isis ancam polri , tni dan banser nu . foto : youtube $URL$",isis,negative
bener 2 gak tahan sama kasus pemerkosan - pembunuhan lagi marak terjadi di indonesia . $MENTION$,indonesia,negative
"nguping bapak 2 ngomong ke temen "" ini pak ketua dpr lagi dihancurkan , supaya pemerintah bebas kongkalikong . "" jijik . ! ! !",dpr,negative
"$MENTION$ sby $MENTION$ biarin aja lah . modus jadi komika berhasil karena 2 : lucu , dan ganteng . doi gak dua 2 kok $smile$ )",sby,neutral
"mohon dipantau postingan fb dari akun nisa amelia , yg mengajak orng berjihad perang melawan pemerintah . belum lg komen teman 2 . sunguh mengerikan . negara hrs segera bertindak agar bibit 2 terorisme dpt dicegah . $MENTION$ $MENTION$ $MENTION$ $URL$ $URL$",berjihad,positive
tweps merapat ke mesjid al jihad lt . 2 yuk $wink$,jihad,neutral
isis usir orang kristen dengan cara ini . isis benar kejam . $URL$,isis,negative
wahai alah rabul'alamin . balaskan darah kaum muslimin yg tumpah d sham dan iraq . teguh kan hati para mujahid .,mujahid,negative
"alhamdulilah . ini baru mujahidin gs ( ganteng syahid ) , bala bantuan untuk memperkuat perjuangan . $URL$",mujahidin,positive
"tv one kalo nayangin adc . yang pergi ke amerika bukan ranga , tapi madona , pas diteriakin pesawat mundur lagi . adcxwarkopdki . ok .",amerika,neutral
panglima angkatan bersenjata rusia kembali sebut tentara as melatih sisa dari teroris isis dengan tujuan menghancurkan suriah $URL$ $URL$,isis,positive
"gerakan jihadis baru terbentuk di suriah , ini seruan pertama $URL$",jihadis,neutral
/ | ~ * twet dengan sandi rumput yang sudah dimakan kambing *,sandi,negative
"obama minta tayip erdogan serius perangi isis : islam times - selain itu , presiden as juga menyerukan dialog . $URL$",isis,positive
"ini tugas suci ! kita ber jihad dijalan yg benar ~ ~ $MENTION$ ~ ~ maukah kalian emban tugas ini ? agar orang 2 miskin , anak 2 & keturunan tak miskin lagi ? kepalkan tanganmu ! $MENTION$ $MENTION$ $MENTION$ $MENTION$ $URL$",jihad,negative
irak sebut lebih dari 70 militan isis tewas dalam operasi merebut mosul : militer irak menyebut lebih dari 70 . $URL$,isis,negative
serangan udara as di suriah targetkan militan isis jihadi john : serangan udara as di suriah ditargetkan terhad . $URL$,jihadi,negative
"pesan dari al habib quraisy baharun , mudah 2an alah swt menjaga bangsa ini , tpi apabila kekurangajaran thd kaum muslimin & agama islam msh tetap terjd & dilindungi dinegeri ini , mk sy t kpd hadirin yg ada disini , "" siap jihad fisabililah "" takbir . ! ! ! $URL$",jihad,neutral
"orang yang berjihad di jalan kami , pasti akan kami tunjukan pada mereka jalan 2 kami ( qs al-ankabut 29 : 69 ) .",berjihad,negative
jika pendidikan kalian masih dibawah khalifah ibrahim dan takut kepada alah masih dibawah khalifah ibrahim gak sah sok 2 an hujat isis dah $URL$,isis,negative
"contoh , jika di negeri palestina tiba dijajah israel , maka hukum berjihad bagi penduduk palestina adalah fardhu kifayah . $MENTION$ $MENTION$ $MENTION$",berjihad,negative
mangsa sebenar # isis termasuklah masyarakat $MENTION$ di $MENTION$ yang ha inginkan keamanan $URL$,isis,neutral
haha malaysia udah mulai nih kampret,malaysia,negative
$MENTION$ sesunguh intelektualitas lah musuh mereka . isis anti kemajuan . $MENTION$ isis $MENTION$,isis,positive
"ada yg coba "" membenturkan "" hb . $MENTION$ & gub $MENTION$ . tujuan ingin pecah-belah umat , khusu alumni 212 . dana besar utk proyek ini . waspada ya twifpi , tetap jaga persatuan & kesatuan . kita bikin proyek mrk gagal . * untuk mujahid mca , titip umat di medsos ya ? $URL$",mujahid,negative
ini contoh bgmn isis tak pduli bahkan pd sesama suni . satu desa diratakan karna dicirigai mau melawan mereka $URL$,isis,negative
tgif tgbm tbc obh lpg hsbc acdc cimb hbd wyatb kpk sctv rcti mnc stnk sim bpkb kir stb skhun $MENTION$ $MENTION$,kpk,neutral
"untuk adik kelas 3 smp di indonesia , selamat melaksanakan ujian nasional . semoga mendapatkan hasil yang terbaik .",indonesia,positive
"$MENTION$ 7 - seperti taliban di afganistan , dilatih oleh pakistan , didanai saudi . kemudian dipakai melawan mujahidin di sana .",mujahidin,negative
"amerika dan sekutu ntu cuman berani pake pesawat dajal , pas didarat cuman jadi cebong mainan isis tul gak ? ® π ® π ® π $URL$",isis,negative
"ini arahmah knceng banget ngomong : sampai kapan anda tertipu dengan "" kebenaran "" isis ? $URL$ """,isis,neutral
majelis lucu indonesia membuat sebuah lomba untuk mendapatkan nobel maha lucu . siapakah yang mendapakat ? ! pic.twiter.com/ohjlf9gk,indonesia,neutral
walaun tak faham . ustaz mujahid nak tolong dan benteras pelacuran pondan . bukan nak iktiraf amalan lgbt .,mujahid,negative
"x : "" umur mu piro ? "" y : "" wolu songo "" x : "" wolu songo ? penyebar islam dong """,islam,neutral
""" $MENTION$ : perilaku isis yg maha-biadab itu ha sama dengan yahudi bersekte zionis yg sadis ni , klo syiah suka menyiksa biadab ga . ?",isis,negative
"calon wakil jokowi berinisial m . kayak m itu "" mau aja gua bongin , orang inisial m beneran "" dah",jokowi,negative
"$MENTION$ w sedang di amerika de , di iowa memenuhi undangan $MENTION$ mhn doa ya",amerika,neutral
# isis permainan baru amerika untuk hidupkan kembali ganti alqaeda $MENTION$ $URL$,isis,negative
barangsiapa bersusah-payah mencari nafkah untuk keluarga maka dia serupa dengan seorang mujahid di jalan alah ( hr ahmad ),mujahid,positive
