text,target,label
"untuk serangan balasan , kelompok jihadis afrika melancarkan serangan mematikan di markas militer pasukan asing di timbuktu , mali utara . url",jihadis,negative
"kahwin bawah umur harus diharamkan ' kerajan membayangkan untuk mengharamkan perkahwinan bawah umur dalam jangka panjang . sebagai permulan , menteri di jabatan perdana menteri , datuk dr mujahid yusof rawa , . url",mujahid,neutral
rw uname rt uname rt uname rt uname rt uname rt uname temulawak beraskencur.mlut ktawak hti hncur,hti,neutral
"hari ini film uname udah tayang di bioskop 2 di indonesia , nah besok sama lusa kota nobar di jogja dan solo pic.twiter.com/xbtcw8lkld",indonesia,positive
he budha kufar zalim myanmar sri lanka sunguh insya alah kalian akan kami qisa dg jihad qital yg membuat kalian tahu diri .,jihad,negative
"mantan jihadis , tolak bergabung dengan isis : jakarta , url akhir maret lalu , indonesia dihe . url",jihadis,negative
mudzakarah nasional majelis i mujahidin url,mujahidin,positive
"syiah lg tipu tpu sjk kpn isis demokrasi uname : jalaludin khawatir isis dipelihara demi kepentingan politik url """,isis,negative
mahasiswa ingris bergabung dengan kelompok jihad di somalia url,jihad,neutral
"kurangi tekanan modul , isis serang bagian barat iraq url",isis,negative
sby i sekarang bobok yuks : i,sby,neutral
"militan al shabab kembali serang hotel di somalia , 5 orang tewas : serangan ini terjadi ha tiga mingu set . url",al shabab,negative
"36 . dakwah dan jihad juga dijadikan sebagai metode untuk mengubah masyarakat , bangsa dan umat lain agar bersedia hidup di bawah naungan islam . topic topic topic",jihad,neutral
"khn td udh dblg media ngomong soal dpr , lg marak yg p kasus korupsi bkn ? rt uname : nah maka apa . htp anoyed / m.tmi.me/q26ts",dpr,negative
""" uname : video jihadis isis asal indonesia , kok tidak diblokir ? url "" > > maklum menteri . < <",jihadis,negative
"62.lagi - lagi , upaya pengairan khilafah sebagai sistem politik yang barbar , kejam dan seringkali menumpahkan darah dengan mengangkat isis sebagai representasi khilafah , pasti akan mengalami kegagalan . topic topic topic",isis,neutral
"uname lo kan kristen , kenapa insya alah.haha iya ah , asikan di bawah biar bisa ada yang nonton banyak",kristen,positive
generasi muda pengibar merah putih . topic topic topic uname yuk mention para atlet favoritmu ? respek ! c @ jokowi uname uname uname pic.twiter.com/md3jt2xnx1,jokowi,positive
"copot kepala bin i kapolri ! seruan jihad melawan preman liar i preman bayaran tidak akan saya cabut , sampai mereka yang terlibat di copot ! bin i polri adalah petugas negara , milik negara . bukan milik rezim ! i hrs i i i url",jihad,negative
"kerusuhan yg disiarkan i disebarkan lewat berbagai video , foto i percakapan itu membangkitkan gairah sesama anshari taulah atau para pendukung isis , kata direktur pelaksana pusat kajian radikalisme i deradikalisasi ( pakar ) adhe bhakti . uname topic",isis,negative
rembug tentang pendidikan dg angota dewan dari fraksi gerindra sby.dari komisi d . bersm guru 2 yun al jihad sby url,jihad,neutral
video peperangan mujahidin merebut gudang senjata terbesar di alepo : url via uname,mujahidin,positive
semoga para mujahidin di bumi syam bisa memberi bantuan kpd warga lokal yg kekurangan makanan di suriah .,mujahidin,positive
"umat muslim tidak brsatu , ha khilafah yg dapat mnyatukan muslim sluruh dunia dan jihad untuk palestina",jihad,positive
memikirkan 2 undangan ke amerika tahun ini .,amerika,neutral
jihad terbesar umat islam tahun depan adalah menganti uname . topic topic,jihad,negative
"banyak aktifis yg menyangka , stlah deklarasi khilafah versi isis lalu bergabung dg mrk , smua akan jd mudah dan smua tantangan teratasi .",isis,negative
min openmic uname sby masih di cafe jenaka ?,sby,neutral
15 . publik yang mengetahui isis adalah 6 i . topic url,isis,neutral
"ustaz somad bongkar rahasia isis , ternyata bukan islam url",isis,positive
""" bayaran "" bagi yang "" gabung "" dengan teroris isis ? isis rekrut anak dibawah umur untuk "" ber jihad "" salah satu . url",jihad,negative
"alhmdulilah , majalah risalah mujahidin terbit lagi ! dapatkan segera ! ; i i jihad lisan melalui i media i i url",jihad,positive
"ada 3 faksi pro isis di indonesia yg mengirim pasukan ke marawi , mereka bisa saja kmbli ke indonesia melalui pulau 2 kecil indonesia topic",isis,positive
"dpr atau wakil rakyat emang bener 2 mewakili rakyat . rakyat mau jln 2 keluar negri , diwakilin . rakyat mau ipad , diwakilin . - - """,dpr,negative
"acara bela negara dibatalkan , majelis mujahidin : apakah tegakan syariat islam bertentangan pancasila ? url",mujahidin,negative
wahai rob terimalah kematianku dalam perang ini i i i dan lumpuhkanlah darahku di atas jalan jihad ini i i topic,jihad,negative
dukungan kelompok garis keras di indonesia terhadap negara islam irak dan suriah isis menjadi perhatian . baca di url,isis,negative
mari sebarkan > perancis tangkap 8 orang yang hendak berjihad ke suriah : paris - tujuh pria da . url i topic,berjihad,negative
"klo ga ada kampanye obama , blackbery ga bakal laku ini mah",obama,neutral
gerakan radikalisme keagaman seperti # isis yang menyulut aksi kekerasan dan terorisme menjadi gejala modern nan kompleks di indonesia .,isis,negative
"wahai muslim cyber army rt wahai para mujahid cyber rt ayo lanjutkan jihad di medsos , tanpa rasa lelah , dan tanpa rasa takut rt ! ! topic i hrs i i i url",mujahid,negative
indonesia akan membuka kbri di ramalah . langkah konkrit mendukung kemerdekan palestina . terima kasih pak @ jokowi do2 topic,jokowi,positive
"da wanda ya shirya , da wanda ya saudari mata shiga kungiyar , da wakanda suka kai harin duk an basu hubungin kisa . ba inda yan isis suka sira , har gara ka jesu . url",isis,neutral
@ jokowi do2 mantab pak ! semangat pak smiley,jokowi,positive
"67.khilafah ( baca : islam ) memang memiliki konsep penaklukan wilayah ( fut i ah i i t ) dan jihad . namun , kedua jauh berbeda dengan penjajahan ala barat . topic topic topic",jihad,positive
"jangan "" jihad "" di sembarang tempat smiley rt uname : duh . suruh ke mesir aja gih . jelas tuh jihad . hih "" uname eva .",jihad,negative
"mantap , setelah pbnu dan gp ansor , kini santri nusantara mulai angkat bicara dan menyatakan sikap . inilah jihad . url",jihad,neutral
"36 wni telah ditangkap di malaysia karna dicurigai akan bergabung dengan isis , pemerintah mengaku tidak mendapat info dari otoritas malaysia",isis,positive
update libya anshar al-sharia ( teroris turunan alqaeda di libya ) kini telah mendeklarasikan islamic emirates . url,alqaeda,neutral
"semoga diri terhindar dari mujahid keyboard / mufti instagram , alahu dustakan",mujahid,negative
"malem ini yg pake b punye pada sok islam nih , solat juga kaga , pada sok ingris juga , lahir aje di dukun",islam,negative
hai i dah tahrir alisya ( hts ) mengerebek markas sel organisasi taulah islamiyah ( isis ) di idli . url,isis,negative
lama nabung akhir kesampaian juga ke singapura pic.twiter.com/rknp6tl3bn,singapura,positive
"prabowo di dukung sama fpi , kalo prabowo jadi , mungkin fpi makin leluasa buat rusuh di negara kita . topic",prabowo,negative
uname uname cina gak pu toko pada rese nih,cina,negative
apa aku harus jadi angota dpr supaya gampang untuk tidur ?,dpr,negative
liputan langsung dari suriah catat ! mujahidin yang diserang di sini bukanlah isis sebagaimana pemberitan salah . url,mujahidin,neutral
rt uname : uname sby uname 150 wib kita seruseruan bareng uname di . htp anoyed / m.tmi.me/qha5q,sby,positive
"5 . bayangkan 5 polisi bisa tewas , sementara napi terpidana teroris yang harus tidak bersenjata , dapat merebut senjata dg mudah ? kalau begitu siapa yang tolol di sini ? tuduhan utama lagi isis , ujung mendiskreditkan khilafah .",isis,negative
"a indonesia ma asirinsu na tuwa , wanan mai kiran kansa malamin qurbani zai rasa ransa sakamakon harin larkon da yan # isis suka kai - da goyon bayanda . alah ya rasamu da malamai masu jefa musulmi da musulunci cikin hadapi , amen . url",isis,neutral
"rt uname : kalau melihat indonesia dg kacamata amerika atau eropa , semua yang ada di sini salah .",amerika,negative
"serangan isis di kikuk irak tewaskan 46 orang , 13 lain luka : korban jiwa telah bertambah akibat ser . url",isis,negative
@ jokowi do2 sama sama pak smiley,jokowi,positive
"kurangi tekanan modul , isis serang bagian barat iraq : jakarta ( antara news ) i i kelompok teroris i isis memperluas . url",isis,negative
peluang bisnes untuk semua ! ! ' ' orang yang beriman dan berhijrah serta berjihad di jalan alah dengan . url,berjihad,neutral
"kaya orang yang ada di gedung dpr mpr rt uname : ada org gila disana , duh _ nih ! topic",mpr,negative
"ideologi apa yang mampu mengerakan pikiran mereka untuk melukai kaum ulama ? ulama itu ada maka indonesia ada , ulama tak ada indonesia tingal cerita . kurang apa jihad kaum ulama utk indonesia masa lalu ? ? url",jihad,positive
obrolan buku jihadis jengkol karya aslian buana baru saja dimulai url,jihadis,neutral
"i aded a video to a uname playlist url manfat mencari kawan yang sholih i ust . mas i i d izul mujahid , lc",mujahid,positive
"kalo sby turun , baru gue kasih smiley rt uname : bang , ava lo keren , lebih keren lagi kalo jari jempol bukan jari tengah smiley i anakteladan i",sby,negative
uname basri tangan kanan santoso sekarang jadi bintang iklan teh kotak sosro . # isis topic topic url,isis,neutral
rt uname : ribuan surat prabowo tertahan di kantor pos htp anoyed / metrotvn.ws/a259504,prabowo,negative
"kalo islam yg gue belajar sih , dengan "" kata 2 cinta "" rt alias diskusi . kalo gak bisa , baru tindakan i doa . yang jelas , jangan .",islam,positive
alahu akbar . jihad melawan ke saliman wajib apalagi seruan imam besar umat islam > wajib < di laksanakan rt url,jihad,positive
ashadualaila hailalah . rw uname : uname be gue kristen sad,kristen,positive
"kalau ada yang mau membiayai ana untuk jihad ke gaza ana siap insha alah , tapi siapa yg mau biayain ana kesana ?",jihad,positive
negara menjadi gaduh setelah akhir 2 ini muncul sekelompok orang yang menganut paham radikal . baik itu radikalisme agama maupun radikalisme sekular . topic kh ma i ruf amin : negara gaduh setelah ada kelompok radikal yang salah artikan makna jihad . url,jihad,positive
"video tegas ! opini dr zakir naik tentang isis "" tampar "" para pemfitnah ulama dan pembenci islam url url",isis,neutral
"asalamualaikum saya nangis ngeliat video ini : "" ) 2 menit 20 detik yang semoga bisa membuka mata kalian semua . jika islam bukan teroris dan jihad bukan berarti perang smiley kami ber jihad dijalan alah dengan berbagai macam tapi tidak dengan kekerasan dan membunuh sesama umat manusia . url",jihad,positive
rt uname : ranjau mujahidin melumpuhkan empat kendaran militer rezim syiah irak url alahu akbar,mujahidin,positive
kunci mujahidin palestina hadapi penjajah israel url,mujahidin,negative
"muslim yg ngelakuin kewajiban i i dad ( persiapan kekuatan ) n ber jihad , baik di poso , ambon , filipin , afghanistan topic",jihad,neutral
"i aded a video to a uname playlist url zaman sekarang akhlak lebih dibutuhkan i ust . masud izul mujahid , lc",mujahid,positive
mereka ingin hancurkan agama alah i ust masud izul mujahid : url melalui uname,mujahid,negative
uname kpk kok smiley,kpk,positive
as secara de facto berperan sebagai benteng pertahanan isis di suriah url url,isis,neutral
"sebentar lagi masuk bulan syaban , topic , mujahidin madani televisi "" uname "" .",mujahidin,positive
"ya alah , berikanlah kemenangan kepada mujahidin di suriah dan di segala tempat . url",mujahidin,positive
"beredar video isis ancam polri , tni dan banser nu . foto : youtube url",isis,negative
bener 2 gak tahan sama kasus pemerkosan - pembunuhan lagi marak terjadi di indonesia . topic,indonesia,negative
"nguping bapak 2 ngomong ke temen "" ini pak ketua dpr lagi dihancurkan , supaya pemerintah bebas kongkalikong . "" jijik rt ! ! !",dpr,negative
"uname sby uname biarin aja lah rt modus jadi komika berhasil karena 2 : lucu , dan ganteng rt doi gak dua 2 kok smiley )",sby,neutral
"mohon dipantau postingan fb dari akun nisa amelia , yg mengajak orng berjihad perang melawan pemerintah . belum lg komen teman 2 . sunguh mengerikan . negara hrs segera bertindak agar bibit 2 terorisme dpt dicegah . uname uname uname url url",berjihad,positive
tweps merapat ke mesjid al jihad lt . 2 yuk wink,jihad,neutral
isis usir orang kristen dengan cara ini . isis benar kejam . url,isis,negative
wahai alah rabalalamin rt balaskan darah kaum muslimin yg tumpah d sham dan iraq rt teguh kan hati para mujahid rt,mujahid,negative
"alhamdulilah . ini baru mujahidin gs ( ganteng syahid ) , bala bantuan untuk memperkuat perjuangan . url",mujahidin,positive
"tv one kalo nayangin adc rt yang pergi ke amerika bukan ranga , tapi madona , pas diteriakin pesawat mundur lagi . adcxwarkopdki . ok .",amerika,neutral
panglima angkatan bersenjata rusia kembali sebut tentara as melatih sisa dari teroris isis dengan tujuan menghancurkan suriah url url,isis,positive
"gerakan jihadis baru terbentuk di suriah , ini seruan pertama url",jihadis,neutral
/ i i i twet dengan sandi rumput yang sudah dimakan kambing i,sandi,negative
"obama minta taip erdogan serius perangi isis : islam times - selain itu , presiden as juga menyerukan dialog . url",isis,positive
"ini tugas suci ! kita ber jihad dijalan yg benar i i uname i i maukah kalian emban tugas ini ? agar orang 2 miskin , anak 2 i keturunan tak miskin lagi ? kepalkan tanganmu ! topic topic topic topic url",jihad,negative
rw uname : rt uname : konyol buat suporter malaysia ! ! ! maen laser klen ! ! !,malaysia,negative
irak sebut lebih dari 70 militan isis tewas dalam operasi merebut modul : militer irak menyebut lebih dari 70 . url,isis,negative
serangan udara as di suriah targetkan militan isis jihadi john : serangan udara as di suriah ditargetkan terhad . url,jihadi,negative
"pesan dari al habib quraisy baharu , mudah dan alah swt menjaga bangsa ini , tpi apabila kekurangajaran thd kaum muslimin i agama islam msh tetap terjd i dilindungi dinegeri ini , mk sy t kpd hadirin yg ada disini , "" siap jihad fisabililah "" takbir . ! ! ! url",jihad,neutral
"orang yang berjihad di jalan kami , pasti akan kami tunjukan pada mereka jalan 2 kami ( qs al-ankabut 29 : 69 ) .",berjihad,negative
jika pendidikan kalian masih dibawah khalifah ibrahim dan takut kepada alah masih dibawah khalifah ibrahim gak sah sok 2 an hujat isis dah url,isis,negative
"contoh , jika di negeri palestina tiba dijajah israel , maka hukum berjihad bagi penduduk palestina adalah fardhu kifayah . topic topic topic",berjihad,negative
mangsa sebenar # isis termasuklah masyarakat topic di topic yang ha inginkan keamanan url,isis,neutral
haha malaysia udah mulai nih kampret,malaysia,negative
uname sesunguh intelektualitas lah musuh mereka . isis anti kemajuan rt topic isis topic,isis,positive
"ada yg coba "" membenturkan "" hb . uname i gub uname . tujuan ingin pecah-belah umat , khusu alumni 212 . dana besar utk proyek ini . waspada ya twifi , tetap jaga persatuan i kesatuan . kita bikin proyek mrk gagal . i untuk mujahid mca , titip umat di medsos ya ? url",mujahid,negative
ini contoh bgmn isis tak pduli bahkan pd sesama suni . satu desa diratakan karna dicurigai mau melawan mereka url,isis,negative
tgif tbm tbc obh lpg hsbc acdc cimb hbd wyatb kpk sctv rcti mnc stnk sim bpkb kir stb skhun topic topic,kpk,neutral
"untuk adik kelas 3 smp di indonesia , selamat melaksanakan ujian nasional . semoga mendapatkan hasil yang terbaik .",indonesia,positive
> > rt uname : ayo buat topic sebagai tanda protes perkembangan di dpr > > pic.twiter.com/odmusi7mn,dpr,negative
"topic 7 - seperti taliban di afganistan , dilatih oleh pakistan , didanau saudi . kemudian dipakai melawan mujahidin di sana .",mujahidin,negative
"amerika dan sekutu ntu cuman berani pake pesawat dajal , pas didarat cuman jadi cebong mainan isis tul gak ? i i i i i i url",isis,negative
"ini arahman knceng banget ngomong : sampai kapan anda tertipu dengan "" kebenaran "" isis ? url """,isis,neutral
majelis lucu indonesia membuat sebuah lomba untuk mendapatkan nobel maha lucu . siapakah yang mendapatkan ? ! pic.twiter.com/ohjlf9gk,indonesia,neutral
walau tak faham . ustaz mujahid nak tolong dan beneran pelacuran pondan . bukan nak iktikaf amalan lgbt .,mujahid,negative
"x : "" umur mu piro ? "" y : "" wolu songo "" x : "" wolu songo ? penyebar islam dong """,islam,neutral
""" uname : perilaku isis yg maha-biadab itu ha sama dengan yahudi berserta zionis yg sadis ni , klo syiah suka menyiksa biadab ga . ?",isis,negative
"calon wakil jokowi berinisial m . kayak m itu "" mau aja gua bongin , orang inisial m beneran "" dah",jokowi,negative
"uname w sedang di amerika de , di iowa memenuhi undangan uname mhn doa ya",amerika,neutral
