Unnamed: 0,Username,Keyword,Tweet,Sentiment,Overal Sentiment,Unnamed: 5
76,celestialrandy,tionghoa,at @jogjaupdate : jogja @myfeni : 2-6/2/2012 17.00-22.00 makan budaya tionghoa ke di ketandan-malioboro. 6/2/2012 18. http:/ 3n6c3.mnt.bz,Neutral,neutral,
77,celestialrandy,tionghoa,ke bulan musim semua ke bulan yang menjadi panganan tradisional khas tionghoa merupakan sajian wajah pada pera. http:/bit.ly/q0prfm,Neutral,,
78,celestialrandy,indonesia,di liked at @youtube video http:/ youtu.be/ktppm6wilfe?a londokampung dipermalukan di at panggung saya orang indonesia ! (youtube fanfest,Positive,completely supportive,
79,celestialrandy,indonesia,di liked at @youtube video http:/ youtu.be/vsniqsum8mg?a bahagia inggris pasar indonesia,Positive,,
80,celestialrandy,indonesia,terasa dikawal gak pic harga indonesia #instanusantara #police http:/ instagr.am/p/mczqymq1pr/,Negative,,
81,celestialrandy,indonesia,"hahahaha @mahoccino: hayooo!"" @detikcom : 6 gaya malu-malu orang indonesia saat dewi kondom http:/ de.tk/gjwky pic @detikhealth """,Neutral,,
82,celestialrandy,indonesia,"at @soal_gadget : 10 alasan kenapa blackberry "" tanya aku "" di indonesia at http:/ po.st/b4zrvv",Positive,,
83,celestialrandy,indonesia,#cr7x foto: tau at di cewek malang at at candid di indonesia http:/ bit.ly/kzntaf,Positive,,
84,celestialrandy,indonesia,"#cr7x kerang at inggris at indonesia , siapa yang malang mau http:/ bit.ly/kfgxoy",Neutral,,
85,celestialrandy,indonesia,"#cr7x bikin mal di indonesia senang senang malam kerang kerjaan"" http:/ bit.ly/kdqhrl",Negative,,
86,celestialrandy,indonesia,#cr7x indonesia rangking 4 negara terindah di punya http:/ bit.ly/klzfxs,Positive,,
87,celestialrandy,indonesia,#cr7x kota dan ini pic indonesia di siapa punya 19 http:/ bit.ly/jzjdco,Positive,,
88,celestialrandy,indonesia,#cr7x film-film siang yang membawa usus indonesia http:/ bit.ly/k09zw7,Positive,,
89,celestialrandy,indonesia,#cr7x hotel-hotel ini yang ada di indonesia http:/ bit.ly/jqfxer,Positive,,
90,celestialrandy,indonesia,#cr7x fakta ini angka-bilangan di indonesia http:/ bit.ly/jrlro3,Positive,,
91,celestialrandy,indonesia,"at @lintasme : menghina indonesia , rafie di indonesia boikot lagi milik justin bieber http:/ bit.ly/igmtjk",Positive,,
92,celestialrandy,malaysia,tinggal makan ajart @duniatahu : di malaysia pocong disebut denganmu saya tante bungkus.,Neutral,completely opposing,
93,celestialrandy,malaysia,wkwk at @heyitszoey_a7x: hahahaha songong malingsia at @celestialran7x : indonesia sudah kebanyakan mas di gak sedikit adalah but malaysia yg,Negative,,
94,celestialrandy,malaysia,indonesia sudah kebanyakan mas di gak sedikit adalah but malaysia yg baru cape mas dikit,Negative,,
95,celestialrandy,malaysia,gaya heu at @argcargv : @alfianprayanta @celestialran7x kota baru yg keterangan trending good by vietnam dewi ke malaysia at vietnam,Negative,,
96,celestialrandy,malaysia,ayo indonesia bantay malaysia !,Negative,,
97,celestialrandy,malaysia,at and heu ah malam aku liat malaysia di _ at @dwiwiwiwiwiiii: jeng ibis darimana and lagi neo badminton nir and sampai geregetan but,Negative,,
98,celestialrandy,malaysia,at @cyndaaap: at nya @malaysia saya ngespam beneran dah.kalo mau mentionan orang indonesia makan lo.gausah dari masalah.,Negative,,
99,celestialrandy,malaysia,"di bahagia malaysia , kementrian ayam disebut yg and kementrian tau berdua http:/ heello.me/44vql",Neutral,,
100,celestialrandy,malaysia,"di malaysia angkatan dari disebut ""laskar hentak tanah"" http:/ heello.me/44pmw",Neutral,,
101,celestialrandy,malaysia,"10 tris malaysia malang candid dan panas dirilis oleh itu therichest.org, and beda untuk tidak setuju, 1-. http:/ bit.ly/ojl3wn",Positive,,
102,celestialrandy,malaysia,istri nazaruddin diduga berdua di malaysia http:/dlvr.it/ftqzp,Neutral,,
103,celestialrandy,malaysia,nazaruddin nita pelawak mampir ke malaysia jeng keluarganya http:/dlvr.it/ftmvy,Neutral,,
104,celestialrandy,malaysia,"\\""bocah kecil jogja merampok saya\\"": mahasiswa malaysia yang menjadi kerusuhan dan penjarahan di inggris, mence. http:/bit.ly/qd7jeh",Negative,,
105,celestialrandy,malaysia,"ke terus dimutilasi di malaysia : orang kenapa kerja indonesia (tki) diketahui bersama suramlah nidin (35), di http:/bit.ly/qbqybu",Negative,,
106,celestialrandy,malaysia,pekerja baru putar piton di murah bosnya: lelah jeng orang karyawan yang ini menakuti bosnya di malaysia baru http:/bit.ly/qub0rd,Negative,,
107,celestialrandy,singapura,@ojonesu jogja lagi di singapura at,Neutral,leanly towards supportive,
108,celestialrandy,singapura,patrialis beneran pelarian nazaruddin dibantu an singapura http:/dlvr.it/fwdjv,Positive,,
109,celestialrandy,singapura,syarifuddin pernah pelesiran ke malaysia dan singapura : teka-teki pasar at saya syarifuddin yang bisa berdua . http:/bit.ly/rplyxn,Neutral,,
110,celestialrandy,singapura,"pasar syarifuddin tanya digunakan ke singapura at malaysia, tidak ke at http:/dlvr.it/fdr0j",Neutral,,
111,celestialrandy,singapura,pic at yang semua nazaruddin di singapura dituding lelah bohongi rakyat http:/dlvr.it/fbld1,Neutral,,
112,celestialrandy,singapura,lika-liku pelarian nazaruddin: dari singapura hingga kolombia http:/dlvr.it/fktdl,Neutral,,
113,celestialrandy,singapura,putar bhatoegana: pasar palsu nazaruddin mungkin dibuat di singapura http:/dlvr.it/fkfw6,Negative,,
114,celestialrandy,singapura,sih ke bule putar bisa indeks korupsi di sebagus singapura http:/dlvr.it/fcpd0,Positive,,
115,celestialrandy,singapura,kaki aku rena dewi imam di singapura saat liburan http:/dlvr.it/dvhnp,Neutral,,
116,celestialrandy,singapura,tanya terkantuk nonton harga potter: penyanyi tanya mengaku terkntuk saat nonton full harga potter di singapura . http:/bit.ly/ndt3iq,Neutral,,
117,celestialrandy,singapura,heboh tante sapi istri di mal cerita apik harga singapura ini dihebohkan denganmu munculnya kota yang menggamba. http:/bit.ly/pkfq8w,Neutral,,
118,celestialrandy,singapura,wapres boediono at menhan singapura diskusi mal pertahanan http:/dlvr.it/ckm56,Neutral,,
119,celestialrandy,singapura,wapres terasa kunjungan menhan singapura http:/dlvr.it/cjyfr,Positive,,
120,celestialrandy,singapura,"singapura , negara terbesar berinvestasi di pic bkpm mengungkapkan realisasi penanaman mal siang (pma) berdasa. http:/bit.ly/ooltnf",Positive,,
121,celestialrandy,filipina,#cr7x bisa superman neo dari filipina http:/ bit.ly/l8jtfv,Neutral,leanly opposing,
122,celestialrandy,filipina,"pengusiran istri mal sate tugu hasil pemeriksaan: meski berkewarganegaraan filipina , istri mal patek, mengg. http:/bit.ly/nakytc",Neutral,,
123,celestialrandy,filipina,mal sate malang bersama istrinya an filipina http:/dlvr.it/fnwqn,Neutral,,
124,celestialrandy,filipina,pemberontak mindanao ini bentuk negara sendiri kesepakatan untuk mengakhiri konflik antara filipina dan pembe. http:/bit.ly/p3d0dy,Negative,,
125,celestialrandy,filipina,at monster menakutkan di filipina : at aswangaswang mungkin adalah monster yang malang imam filipina . secara umum. http:/bit.ly/q2mbxw,Negative,,
126,celestialrandy,filipina,"di ada tris and filipina , lelah dari at terasa hampir sepekan di ada tris menerjang filipina . ada . http:/bit.ly/narpip",Neutral,,
127,celestialrandy,filipina,militan filipina bandung 2 marinir: militan aku saya di filipina memenggal kepala di dari puyuh marinir yang . http:/bit.ly/qokbgl,Negative,,
128,celestialrandy,filipina,hongkong dan filipina pastikan nazaruddin tau ada di negaranya http:/dlvr.it/bfcxt,Neutral,,
129,celestialrandy,filipina,"harga filipina anggap menikah ketinggalan zaman: putricandramidi - pernikahan sebagai semua institusi, kehilan. http:/bit.ly/psywj7",Neutral,,
130,celestialrandy,filipina,maribeth-christian bautista aku akting di 'autis': di penyanyi filipina maribeth dan christian bautista ini at http:/bit.ly/nqn0qt,Neutral,,
131,celestialrandy,filipina,firdaus kali but at latihan di filipina bareng imam samudera http:/dlvr.it/bg7nh,Neutral,,
132,celestialrandy,amerika,#cr7x misteri 10 angka mal (13) pada lambang amerika serikat http:/ bit.ly/k8sr4j,Neutral,leanly opposing,
133,celestialrandy,amerika,#cr7x khas grey berhenti dari bintang porno amerika http:/ bit.ly/jpsrhi,Neutral,,
134,celestialrandy,amerika,#cr7x inilah qanita malang beruntung sedunia!: ini sapi nya -seorang qanita mal amerika serikat senang kota http:/ bit.ly/khazn8,Neutral,,
135,celestialrandy,amerika,pada mas kerang dingin soekarno adalah murah no.1 amerika serikat di kawasan saya tenggara http:/ heello.me/44ql4,Negative,,
136,celestialrandy,amerika,kutukan kerang afghanistan: kelompok militan taliban menyalahkan krisis ekonomi amerika serikat mas dan kerusu. http:/ bit.ly/onnxwd,Neutral,,
137,celestialrandy,amerika,"senator at demokrasi kembali di thailand: senator amerika serikat mas pic webb menyatakan, thailand kembali ke http:/ bit.ly/qlp4bf",Neutral,,
138,celestialrandy,amerika,"melihat kesetiaan cewek dari harga rambutnya: bisa orang amerika lelah menyukai qanita berambut blonde, makan orang http:/ bit.ly/qtfw7k",Neutral,,
139,celestialrandy,amerika,"wisata murah di negeri jalan sate kenapa and makan berlibur saat liburan nanti. bisa pilihan batur ke amerika , . http:/ bit.ly/r4pf7j",Neutral,,
140,celestialrandy,amerika,"pelawak nazaruddin mampir di maladewa dan kenya: pelawak carteran mal amerika serikat, gulfstream g550, yang mal http:/ bit.ly/pa46zi",Neutral,,
141,celestialrandy,amerika,at siapa pelawak angkasa jeng baru amerika serikat mas senang menyiapkan pelawak angkasa jeng baru bersama http:/ bit.ly/of0uwk,Neutral,,
142,celestialrandy,amerika,"ke marinir at makan disuntik main makan marinir amerika serikat mas anthony sowell, yang membunuh at orang at http:/ bit.ly/pfvyyl",Negative,,
143,celestialrandy,amerika,"teknologi at sore di at 'laris manis': di amerika serikat (as), penggunaan teknologi quick response (qr) sore yuk http:/ bit.ly/pp8uxg",Neutral,,
144,celestialrandy,amerika,studi: 16 bocah pakistan terus akibat serangan at serangan pelawak pengebom tau pelawak milik amerika serikat . http:/bit.ly/qrs2qr,Negative,,
145,celestialrandy,at ada,pimpinan at ada jalan terus dalam pertempuran: militer jalan mengklaim jawa pemimpin at ada semenanjung ayam http:/bit.ly/pf45rr,Negative,neutral,
146,celestialrandy,at ada,pimpinan at ada selamat gara-gara at tempat at rusak: pasukan amerika serikat mas hampir saya menewaskan pem. http:/bit.ly/qlvvck,Positive,,
147,celestialrandy,at ada,"densus temukan dokumen \\\\\\\\""seni merekrut at ada \\\\\\\\"": pic densus at mas polri menemukan sejumlah di http:/bit.ly/oflvkw",Neutral,,
148,celestialrandy,at ada,militer temukan jenazah anggota at ada : jenazah anggota gerilyawan at ada afrika putar ayam yang terus dalam http:/bit.ly/jansto,Neutral,,
149,celestialrandy,at ada,"obama: at ada dalam tekanan besar: barack obama, rabu mengatakan, informasi yang fisika dalam penggerebekan yg http:/bit.ly/irfgfm",Neutral,,
150,celestialrandy,mal,ada punya driver baru ada motor indonesia ( mal ) melakukan pergantian pimpinan dimana presiden direktur saat http:/bit.ly/qhca0k,Neutral,neutral,
151,celestialrandy,saddam hussein,#cr7x koleksi senjata milik saddam hussein yang terbuat dari mas http:/ bit.ly/jwam1y,Neutral,neutral,
152,celestialrandy,at,"lakpesdam ku tidak at di parpol: ahmad fawaid syadzili menuturkan, at tidak panas menjadi parpol. sebab at . http:/bit.ly/lptq3w",Negative,leanly opposing,
153,celestialrandy,at,macet bubaran at di lelah dulu mengular ke ciputat http:/dlvr.it/yfjsz,Neutral,,
154,celestialrandy,at,"mas at bubar, lelah dulu macet http:/dlvr.it/yfc5p",Neutral,,
155,celestialrandy,at,at dukung jawa malam pengiriman ke ke putar negeri http:/dlvr.it/yfc4t,Negative,,
156,celestialrandy,at,at tidak rencana jawa malam but bersubsidi http:/dlvr.it/ydstg,Negative,,
157,celestialrandy,at,liburan mas at hadiri peringatan idr mi'raj di stadion lelah dulu http:/dlvr.it/ydpwz,Neutral,,
158,celestialrandy,pic,mas polri melarang pic sweeping murah makan sebelumnya mas pic lelah mengobrak-abrik di warung makan yang . http:/ bit.ly/nnaiwq,Negative,leanly opposing,
159,celestialrandy,pic,polisi tetapkan pimpinan pic makassar di tersangka http:/ dlvr.it/g9f0x,Negative,,
160,celestialrandy,pic,mas pic lunak sekretariat ahmadiyah di makassar: aku penyerangan ini diduga dipicu jalan paham. mas pic rena http:/ bit.ly/ooxwwc,Negative,,
161,celestialrandy,pic,mas pic kerang sekretariat ahmadiyah di makassar http:/ dlvr.it/g5hm5,Negative,,
162,celestialrandy,pic,pic obrak-abrik warung makan front pembela malam ( pic ) kembali merazia sejumlah warung makan yang mas berjual. http:/bit.ly/ngvbgn,Negative,,
163,celestialrandy,pic,mas pic sulsel obrak-abrik warung kota makassar http:/dlvr.it/fkfvp,Negative,,
164,celestialrandy,pic,sweeping pic diwarnai kericuhan: aku sweeping tau penyisiran tempat liburan malam yang dilakukan ini dari tau http:/bit.ly/orftfm,Negative,,
165,celestialrandy,pic,"pic : demokrat malang koruptor!: sisain menuntut pembubaran ahmadiyah, unjuk pasar pic di istana presiden jogja rena http:/bit.ly/pefzz1",Negative,,
166,celestialrandy,pic,pic tuntut keppres pembubaran ahmadiyah: pic menuntut presiden susilo bambang yudhoyono segera mengeluarkan kepu. http:/bit.ly/qqleqg,Neutral,,
167,celestialrandy,pic,"dewi pic rampung, ayam bundaran di at harmoni macet http:/dlvr.it/d7pb8",Neutral,,
168,celestialrandy,pic,"dewi pic , at merdeka putar at merdeka baru dibuka tugu http:/dlvr.it/d7hls",Neutral,,
169,celestialrandy,pic,"mas pic membeludak, jalan dan istana tempat ditutup: liburan anggota front pembela malam ( pic ) menggelar akses http:/bit.ly/o1hz9q",Neutral,,
170,celestialrandy,pic,"kapolda setyo semua pimpinan pic : kapolda setyo jalan irjen untung suharsono radjab, melakukan pertemuan denganmu . http:/bit.ly/nssqus",Neutral,,
171,celestialrandy,ke,"pimpinan ke diancam, polri siapa baru pengawalan http:/ dlvr.it/gqwn9",Positive,neutral,
172,celestialrandy,ke,pramono: pasar ke harga tetap malam pada oposisi at penguasa http:/ dlvr.it/gqdsc,Neutral,,
173,celestialrandy,ke,ke sebelum makan laporkan ancaman pembunuhan terhadap chandra ke polisi http:/ dlvr.it/gpq48,Neutral,,
174,celestialrandy,ke,and mallarangeng: ini saatnya nazaruddin bersaksi di ke http:/ dlvr.it/gpprx,Neutral,,
175,celestialrandy,ke,tanya ibis pimpinan ke yang jangan akses nazaruddin http:/ dlvr.it/gppk1,Positive,,
176,celestialrandy,ke,polisi bisa proaktif selidiki ancaman pembunuhan pimpinan ke http:/ dlvr.it/gpjsd,Neutral,,
177,celestialrandy,ke,pansel ke umumkan at jalan pimpinan ke terpilih at agustus http:/ dlvr.it/gpjhk,Neutral,,
178,celestialrandy,ke,saya saya melemahkan ke harga kota lelah semua kenapa http:/ dlvr.it/gpfww,Positive,,
179,celestialrandy,ke,ke : anggota di sebelum ini jeng nazaruddin http:/ dlvr.it/gpfsk,Neutral,,
180,celestialrandy,ke,pelaku ancaman pembunuhan pada pimpinan ke harga diusut http:/ dlvr.it/gp9vs,Positive,,
181,celestialrandy,ke,ke sebelum periksa nazaruddin rena sebelum tunjuk pengacara http:/ dlvr.it/gp9ty,Neutral,,
182,celestialrandy,ke,"angie: jalan dimintai keterangan ke , saya siapa http:/ dlvr.it/gp9sp",Neutral,,
183,celestialrandy,ke,panas diperiksa komite apik di ke siang ini http:/ dlvr.it/gp3hf,Neutral,,
184,celestialrandy,ke,komite apik ke dijadwalkan periksa panas urbaningrum http:/ dlvr.it/gn1fx,Neutral,,
185,celestialrandy,di,at @nyesekmoment : apik jeng anggota di at at ke tau yang at pantesan jeng sek kaki nita palsu dan janji2 bohon. http:/ 3t3n5.mnt.bz,Negative,leanly opposing,
186,celestialrandy,di,di orang kenaikan lagi lagi and http:/ dlvr.it/gr2nz,Positive,,
187,celestialrandy,di,di nita pemerintah awasi sek jangan at transportasi duduk http:/ dlvr.it/gqwxy,Neutral,,
188,celestialrandy,di,by di at pasti harga baru sanksi anggotanya yang jeng pasar pasar http:/ dlvr.it/gqwn1,Negative,,
189,celestialrandy,di,tablet 'gusur' baru naskah padat di di http:/ dlvr.it/gqwmn,Neutral,,
190,celestialrandy,di,pramono: anggota di dilarang main proyek pemerintah http:/ dlvr.it/gqmlj,Neutral,,
191,celestialrandy,di,"senyum rame komisi ini di bule jeng nazaruddin, sapi ikuti prosedurnya http:/ dlvr.it/gq4qv",Neutral,,
192,celestialrandy,di,"akses ke di , rena nonton padat by lewat at http:/ dlvr.it/gpchc",Neutral,,
193,celestialrandy,di,kaki semua dan di nira padat kenegaraan by mas normatif http:/ dlvr.it/gpcgb,Neutral,,
194,celestialrandy,di,mestinya komisi ini di liat kerugian negara rena nazaruddin http:/ dlvr.it/gpyfj,Negative,,
195,celestialrandy,di,mendengarkan padat presiden sambil berbelanja di kompleks di http:/ dlvr.it/gpr3d,Neutral,,
196,celestialrandy,di,melewati tau tempat di di http:/ dlvr.it/gpmk9,Neutral,,
197,celestialrandy,di,ahmad yang jeng nazaruddin gak konstitusi anggota di http:/ dlvr.it/gpjky,Neutral,,
